Group;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
Engaged;Average;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;;
Engaged;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Average;Disengaged;
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged;Active;Disengaged;Disengaged
Engaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Disengaged;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged
Engaged;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Average;Active;Active;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged
Engaged;Disengaged;Average;Average;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active
Engaged;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active
Engaged;Active;Average;Disengaged;Disengaged;Active;Average;Average;Disengaged;Average;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active
Engaged;Disengaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Average;Average;Average;;
Engaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Active;Active;Active;Active;Disengaged;Average;Average;Disengaged;;
Engaged;Disengaged;Disengaged;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Average;Disengaged;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active;Disengaged
Engaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Average;Disengaged;Average
Engaged;Average;Disengaged;Disengaged;Disengaged;Active;Active;Disengaged;Disengaged;Average;Average;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;
Engaged;Average;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active
Engaged;Average;Average;Active;Active;Active;Average;Average;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active
Engaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Average;Average;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;
Engaged;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Average;Average;Active;Active;Average;Disengaged;;
Engaged;Average;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;
Engaged;Average;Disengaged;Average;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Disengaged;Disengaged;Average;Disengaged;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Average;Active;Active;
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Average;;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active
Engaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Average
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average
Engaged;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Average;Active;Active;Average;Active;Active
Engaged;Active;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Active;Average;Average;Active;Active;Active;Active;Active;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Active;Average;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Average;Active;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;
Engaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Active;Active;Active;Active;;
Engaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged
Engaged;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;;
Engaged;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;Disengaged;Average;Active;Active;Active;Active;
Engaged;Average;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;
Engaged;Active;Active;Active;Active;Disengaged;Average;Average;Average;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged
Engaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Average;Average;Average;Average;Average;Active;Average;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Engaged;Disengaged;Average;Average;Active;Average;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active
Engaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average
Engaged;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Average;Average;Active;Active;Active;Active;Active;Active;Active;Active;Disengaged;;
Engaged;Average;Active;Active;Average;Average;Average;Active;Active;Active;Disengaged;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged
Engaged;Average;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active
Engaged;Active;Active;Active;Active;Active;Active;Active;Active;Active;Average;Average;Active;Disengaged;Disengaged;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged
Engaged;Average;Disengaged;Disengaged;Average;Disengaged;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Disengaged;Active;Active;Average;Active;Average;Active
Engaged;Active;Active;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Disengaged;Average;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;
Engaged;Active;Active;Active;Active;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;
